wl	density	SampleID	Locality	Taxon
489.14	19.86	Unique_flower_156	Loc_12	SpeciesB
496.24	15.523	Unique_flower_156	Loc_12	SpeciesB
503.31	12.774	Unique_flower_156	Loc_12	SpeciesB
511.43	8.955	Unique_flower_156	Loc_12	SpeciesB
518.48	6.545	Unique_flower_156	Loc_12	SpeciesB
525.5	5.075	Unique_flower_156	Loc_12	SpeciesB
532.51	3.748	Unique_flower_156	Loc_12	SpeciesB
539.51	4.607	Unique_flower_156	Loc_12	SpeciesB
546.49	3.929	Unique_flower_156	Loc_12	SpeciesB
553.45	3.313	Unique_flower_156	Loc_12	SpeciesB
560.39	4.076	Unique_flower_156	Loc_12	SpeciesB
567.32	3.754	Unique_flower_156	Loc_12	SpeciesB
574.23	3.477	Unique_flower_156	Loc_12	SpeciesB
581.12	4.756	Unique_flower_156	Loc_12	SpeciesB
587.99	6.136	Unique_flower_156	Loc_12	SpeciesB
594.85	8.959	Unique_flower_156	Loc_12	SpeciesB
601.69	12.158	Unique_flower_156	Loc_12	SpeciesB
608.51	15.207	Unique_flower_156	Loc_12	SpeciesB
615.32	16.42	Unique_flower_156	Loc_12	SpeciesB
622.11	18.266	Unique_flower_156	Loc_12	SpeciesB
628.88	18.836	Unique_flower_156	Loc_12	SpeciesB
635.63	21.786	Unique_flower_156	Loc_12	SpeciesB
642.36	24.518	Unique_flower_156	Loc_12	SpeciesB
649.07	30.9	Unique_flower_156	Loc_12	SpeciesB
655.77	39.8	Unique_flower_156	Loc_12	SpeciesB
662.45	42.021	Unique_flower_156	Loc_12	SpeciesB
669.11	46.142	Unique_flower_156	Loc_12	SpeciesB
675.75	52.313	Unique_flower_156	Loc_12	SpeciesB
682.37	54.432	Unique_flower_156	Loc_12	SpeciesB
688.97	54.406	Unique_flower_156	Loc_12	SpeciesB
695.55	55.284	Unique_flower_156	Loc_12	SpeciesB
298.34	1.984	Unique_flower_157	Loc_12	SpeciesB
305.82	-1.305	Unique_flower_157	Loc_12	SpeciesB
313.27	0	Unique_flower_157	Loc_12	SpeciesB
320.72	2.144	Unique_flower_157	Loc_12	SpeciesB
328.15	1.294	Unique_flower_157	Loc_12	SpeciesB
335.57	0.498	Unique_flower_157	Loc_12	SpeciesB
342.98	2.16	Unique_flower_157	Loc_12	SpeciesB
350.37	1.123	Unique_flower_157	Loc_12	SpeciesB
357.75	0.253	Unique_flower_157	Loc_12	SpeciesB
365.11	0.72	Unique_flower_157	Loc_12	SpeciesB
372.46	0.977	Unique_flower_157	Loc_12	SpeciesB
379.8	0.851	Unique_flower_157	Loc_12	SpeciesB
387.12	2.572	Unique_flower_157	Loc_12	SpeciesB
394.43	3.943	Unique_flower_157	Loc_12	SpeciesB
401.72	8.915	Unique_flower_157	Loc_12	SpeciesB
409	13.921	Unique_flower_157	Loc_12	SpeciesB
416.26	18.431	Unique_flower_157	Loc_12	SpeciesB
423.51	20.865	Unique_flower_157	Loc_12	SpeciesB
430.75	22.489	Unique_flower_157	Loc_12	SpeciesB
439.05	21.782	Unique_flower_157	Loc_12	SpeciesB
446.25	21.405	Unique_flower_157	Loc_12	SpeciesB
453.44	21.359	Unique_flower_157	Loc_12	SpeciesB
460.61	18.66	Unique_flower_157	Loc_12	SpeciesB
467.77	16.218	Unique_flower_157	Loc_12	SpeciesB
474.91	12.765	Unique_flower_157	Loc_12	SpeciesB
482.03	10.485	Unique_flower_157	Loc_12	SpeciesB
489.14	8.678	Unique_flower_157	Loc_12	SpeciesB
496.24	5.776	Unique_flower_157	Loc_12	SpeciesB
503.31	5.29	Unique_flower_157	Loc_12	SpeciesB
511.43	2.463	Unique_flower_157	Loc_12	SpeciesB
518.48	1.674	Unique_flower_157	Loc_12	SpeciesB
525.5	1.493	Unique_flower_157	Loc_12	SpeciesB
532.51	1.697	Unique_flower_157	Loc_12	SpeciesB
539.51	1.417	Unique_flower_157	Loc_12	SpeciesB
546.49	1.571	Unique_flower_157	Loc_12	SpeciesB
553.45	1.28	Unique_flower_157	Loc_12	SpeciesB
560.39	2.911	Unique_flower_157	Loc_12	SpeciesB
567.32	1.843	Unique_flower_157	Loc_12	SpeciesB
574.23	2.173	Unique_flower_157	Loc_12	SpeciesB
581.12	2.317	Unique_flower_157	Loc_12	SpeciesB
587.99	3.365	Unique_flower_157	Loc_12	SpeciesB
594.85	4.255	Unique_flower_157	Loc_12	SpeciesB
601.69	6.572	Unique_flower_157	Loc_12	SpeciesB
608.51	7.719	Unique_flower_157	Loc_12	SpeciesB
615.32	9.122	Unique_flower_157	Loc_12	SpeciesB
622.11	9.598	Unique_flower_157	Loc_12	SpeciesB
628.88	10.072	Unique_flower_157	Loc_12	SpeciesB
635.63	11.976	Unique_flower_157	Loc_12	SpeciesB
642.36	13.567	Unique_flower_157	Loc_12	SpeciesB
649.07	17.94	Unique_flower_157	Loc_12	SpeciesB
655.77	24.35	Unique_flower_157	Loc_12	SpeciesB
662.45	28.419	Unique_flower_157	Loc_12	SpeciesB
669.11	32.391	Unique_flower_157	Loc_12	SpeciesB
675.75	36.567	Unique_flower_157	Loc_12	SpeciesB
682.37	38.681	Unique_flower_157	Loc_12	SpeciesB
688.97	41.958	Unique_flower_157	Loc_12	SpeciesB
695.55	42.536	Unique_flower_157	Loc_12	SpeciesB
298.34	-0.198	Unique_flower_158	Loc_12	SpeciesB
305.82	-0.163	Unique_flower_158	Loc_12	SpeciesB
313.27	0.382	Unique_flower_158	Loc_12	SpeciesB
320.72	2.036	Unique_flower_158	Loc_12	SpeciesB
328.15	1.187	Unique_flower_158	Loc_12	SpeciesB
335.57	-0.1	Unique_flower_158	Loc_12	SpeciesB
342.98	1.127	Unique_flower_158	Loc_12	SpeciesB
350.37	0.748	Unique_flower_158	Loc_12	SpeciesB
357.75	0	Unique_flower_158	Loc_12	SpeciesB
365.11	1.28	Unique_flower_158	Loc_12	SpeciesB
372.46	1.728	Unique_flower_158	Loc_12	SpeciesB
379.8	1.216	Unique_flower_158	Loc_12	SpeciesB
387.12	2.449	Unique_flower_158	Loc_12	SpeciesB
394.43	3.143	Unique_flower_158	Loc_12	SpeciesB
401.72	7.998	Unique_flower_158	Loc_12	SpeciesB
409	13.649	Unique_flower_158	Loc_12	SpeciesB
416.26	19.888	Unique_flower_158	Loc_12	SpeciesB
423.51	24.384	Unique_flower_158	Loc_12	SpeciesB
430.75	26.837	Unique_flower_158	Loc_12	SpeciesB
439.05	26.907	Unique_flower_158	Loc_12	SpeciesB
446.25	25.98	Unique_flower_158	Loc_12	SpeciesB
453.44	25.504	Unique_flower_158	Loc_12	SpeciesB
460.61	23.127	Unique_flower_158	Loc_12	SpeciesB
467.77	19.283	Unique_flower_158	Loc_12	SpeciesB
474.91	15.631	Unique_flower_158	Loc_12	SpeciesB
482.03	12.242	Unique_flower_158	Loc_12	SpeciesB
489.14	10.017	Unique_flower_158	Loc_12	SpeciesB
496.24	7.16	Unique_flower_158	Loc_12	SpeciesB
503.31	5.935	Unique_flower_158	Loc_12	SpeciesB
511.43	3.731	Unique_flower_158	Loc_12	SpeciesB
518.48	2.664	Unique_flower_158	Loc_12	SpeciesB
525.5	2.836	Unique_flower_158	Loc_12	SpeciesB
532.51	1.202	Unique_flower_158	Loc_12	SpeciesB
539.51	1.559	Unique_flower_158	Loc_12	SpeciesB
546.49	1.429	Unique_flower_158	Loc_12	SpeciesB
553.45	0.979	Unique_flower_158	Loc_12	SpeciesB
560.39	2.911	Unique_flower_158	Loc_12	SpeciesB
567.32	0.614	Unique_flower_158	Loc_12	SpeciesB
574.23	0.676	Unique_flower_158	Loc_12	SpeciesB
581.12	1.26	Unique_flower_158	Loc_12	SpeciesB
587.99	2.524	Unique_flower_158	Loc_12	SpeciesB
594.85	2.072	Unique_flower_158	Loc_12	SpeciesB
601.69	3.834	Unique_flower_158	Loc_12	SpeciesB
608.51	5.3	Unique_flower_158	Loc_12	SpeciesB
615.32	5.131	Unique_flower_158	Loc_12	SpeciesB
622.11	6.44	Unique_flower_158	Loc_12	SpeciesB
628.88	6.409	Unique_flower_158	Loc_12	SpeciesB
635.63	7.578	Unique_flower_158	Loc_12	SpeciesB
642.36	10.262	Unique_flower_158	Loc_12	SpeciesB
649.07	15.143	Unique_flower_158	Loc_12	SpeciesB
655.77	23	Unique_flower_158	Loc_12	SpeciesB
662.45	30.167	Unique_flower_158	Loc_12	SpeciesB
669.11	35.523	Unique_flower_158	Loc_12	SpeciesB
675.75	42.836	Unique_flower_158	Loc_12	SpeciesB
682.37	47.253	Unique_flower_158	Loc_12	SpeciesB
688.97	50.769	Unique_flower_158	Loc_12	SpeciesB
695.55	52.51	Unique_flower_158	Loc_12	SpeciesB
298.34	1.19	Unique_flower_147	Loc_12	SpeciesB
305.82	0.653	Unique_flower_147	Loc_12	SpeciesB
313.27	2.42	Unique_flower_147	Loc_12	SpeciesB
320.72	2.465	Unique_flower_147	Loc_12	SpeciesB
328.15	3.452	Unique_flower_147	Loc_12	SpeciesB
335.57	2.09	Unique_flower_147	Loc_12	SpeciesB
342.98	2.911	Unique_flower_147	Loc_12	SpeciesB
350.37	1.403	Unique_flower_147	Loc_12	SpeciesB
357.75	1.097	Unique_flower_147	Loc_12	SpeciesB
365.11	2	Unique_flower_147	Loc_12	SpeciesB
372.46	2.78	Unique_flower_147	Loc_12	SpeciesB
379.8	2.067	Unique_flower_147	Loc_12	SpeciesB
387.12	3.429	Unique_flower_147	Loc_12	SpeciesB
394.43	5.143	Unique_flower_147	Loc_12	SpeciesB
401.72	10.647	Unique_flower_147	Loc_12	SpeciesB
409	15.334	Unique_flower_147	Loc_12	SpeciesB
416.26	22.297	Unique_flower_147	Loc_12	SpeciesB
423.51	24.686	Unique_flower_147	Loc_12	SpeciesB
430.75	27.686	Unique_flower_147	Loc_12	SpeciesB
439.05	28.305	Unique_flower_147	Loc_12	SpeciesB
446.25	28.595	Unique_flower_147	Loc_12	SpeciesB
453.44	28.382	Unique_flower_147	Loc_12	SpeciesB
460.61	26.413	Unique_flower_147	Loc_12	SpeciesB
467.77	23.019	Unique_flower_147	Loc_12	SpeciesB
474.91	21.706	Unique_flower_147	Loc_12	SpeciesB
482.03	18.606	Unique_flower_147	Loc_12	SpeciesB
489.14	16.133	Unique_flower_147	Loc_12	SpeciesB
496.24	12.876	Unique_flower_147	Loc_12	SpeciesB
503.31	10.516	Unique_flower_147	Loc_12	SpeciesB
511.43	8.134	Unique_flower_147	Loc_12	SpeciesB
518.48	5.023	Unique_flower_147	Loc_12	SpeciesB
525.5	6.045	Unique_flower_147	Loc_12	SpeciesB
532.51	4.668	Unique_flower_147	Loc_12	SpeciesB
539.51	3.685	Unique_flower_147	Loc_12	SpeciesB
546.49	4.5	Unique_flower_147	Loc_12	SpeciesB
553.45	3.614	Unique_flower_147	Loc_12	SpeciesB
560.39	3.857	Unique_flower_147	Loc_12	SpeciesB
567.32	3.14	Unique_flower_147	Loc_12	SpeciesB
574.23	3.959	Unique_flower_147	Loc_12	SpeciesB
581.12	4.593	Unique_flower_147	Loc_12	SpeciesB
587.99	5.69	Unique_flower_147	Loc_12	SpeciesB
594.85	5.767	Unique_flower_147	Loc_12	SpeciesB
601.69	9.255	Unique_flower_147	Loc_12	SpeciesB
608.51	10.829	Unique_flower_147	Loc_12	SpeciesB
615.32	10.319	Unique_flower_147	Loc_12	SpeciesB
622.11	11.703	Unique_flower_147	Loc_12	SpeciesB
628.88	11.249	Unique_flower_147	Loc_12	SpeciesB
635.63	13.464	Unique_flower_147	Loc_12	SpeciesB
642.36	15.083	Unique_flower_147	Loc_12	SpeciesB
649.07	20.191	Unique_flower_147	Loc_12	SpeciesB
655.77	25.9	Unique_flower_147	Loc_12	SpeciesB
662.45	29.635	Unique_flower_147	Loc_12	SpeciesB
669.11	31.474	Unique_flower_147	Loc_12	SpeciesB
675.75	36.493	Unique_flower_147	Loc_12	SpeciesB
682.37	36.996	Unique_flower_147	Loc_12	SpeciesB
688.97	39.161	Unique_flower_147	Loc_12	SpeciesB
695.55	39.564	Unique_flower_147	Loc_12	SpeciesB
298.34	5.556	Unique_flower_148	Loc_12	SpeciesB
305.82	2.284	Unique_flower_148	Loc_12	SpeciesB
313.27	3.057	Unique_flower_148	Loc_12	SpeciesB
320.72	4.716	Unique_flower_148	Loc_12	SpeciesB
328.15	4.423	Unique_flower_148	Loc_12	SpeciesB
335.57	4.577	Unique_flower_148	Loc_12	SpeciesB
342.98	4.225	Unique_flower_148	Loc_12	SpeciesB
350.37	2.619	Unique_flower_148	Loc_12	SpeciesB
357.75	2.785	Unique_flower_148	Loc_12	SpeciesB
365.11	3.36	Unique_flower_148	Loc_12	SpeciesB
372.46	4.132	Unique_flower_148	Loc_12	SpeciesB
379.8	3.465	Unique_flower_148	Loc_12	SpeciesB
387.12	5.328	Unique_flower_148	Loc_12	SpeciesB
394.43	7.943	Unique_flower_148	Loc_12	SpeciesB
401.72	14.62	Unique_flower_148	Loc_12	SpeciesB
409	18.38	Unique_flower_148	Loc_12	SpeciesB
416.26	23.305	Unique_flower_148	Loc_12	SpeciesB
423.51	23.932	Unique_flower_148	Loc_12	SpeciesB
430.75	24.088	Unique_flower_148	Loc_12	SpeciesB
439.05	23.879	Unique_flower_148	Loc_12	SpeciesB
446.25	21.895	Unique_flower_148	Loc_12	SpeciesB
453.44	20.438	Unique_flower_148	Loc_12	SpeciesB
460.61	18.988	Unique_flower_148	Loc_12	SpeciesB
467.77	16.069	Unique_flower_148	Loc_12	SpeciesB
474.91	13.106	Unique_flower_148	Loc_12	SpeciesB
482.03	10.788	Unique_flower_148	Loc_12	SpeciesB
489.14	7.921	Unique_flower_148	Loc_12	SpeciesB
496.24	6.438	Unique_flower_148	Loc_12	SpeciesB
503.31	5.161	Unique_flower_148	Loc_12	SpeciesB
511.43	3.582	Unique_flower_148	Loc_12	SpeciesB
518.48	2.207	Unique_flower_148	Loc_12	SpeciesB
525.5	2.537	Unique_flower_148	Loc_12	SpeciesB
532.51	1.202	Unique_flower_148	Loc_12	SpeciesB
539.51	2.339	Unique_flower_148	Loc_12	SpeciesB
546.49	2.214	Unique_flower_148	Loc_12	SpeciesB
553.45	2.108	Unique_flower_148	Loc_12	SpeciesB
560.39	2.911	Unique_flower_148	Loc_12	SpeciesB
567.32	2.116	Unique_flower_148	Loc_12	SpeciesB
574.23	2.994	Unique_flower_148	Loc_12	SpeciesB
581.12	3.374	Unique_flower_148	Loc_12	SpeciesB
587.99	5.344	Unique_flower_148	Loc_12	SpeciesB
594.85	8.455	Unique_flower_148	Loc_12	SpeciesB
601.69	13.582	Unique_flower_148	Loc_12	SpeciesB
608.51	19.643	Unique_flower_148	Loc_12	SpeciesB
615.32	26.112	Unique_flower_148	Loc_12	SpeciesB
622.11	31.95	Unique_flower_148	Loc_12	SpeciesB
628.88	35.383	Unique_flower_148	Loc_12	SpeciesB
635.63	38.43	Unique_flower_148	Loc_12	SpeciesB
642.36	40.909	Unique_flower_148	Loc_12	SpeciesB
649.07	43.724	Unique_flower_148	Loc_12	SpeciesB
655.77	50.85	Unique_flower_148	Loc_12	SpeciesB
662.45	53.04	Unique_flower_148	Loc_12	SpeciesB
669.11	54.163	Unique_flower_148	Loc_12	SpeciesB
675.75	57.239	Unique_flower_148	Loc_12	SpeciesB
682.37	56.117	Unique_flower_148	Loc_12	SpeciesB
688.97	57.692	Unique_flower_148	Loc_12	SpeciesB
695.55	57.728	Unique_flower_148	Loc_12	SpeciesB
298.34	2.183	Unique_flower_149	Loc_12	SpeciesB
305.82	-0.326	Unique_flower_149	Loc_12	SpeciesB
313.27	0.892	Unique_flower_149	Loc_12	SpeciesB
320.72	2.144	Unique_flower_149	Loc_12	SpeciesB
328.15	2.05	Unique_flower_149	Loc_12	SpeciesB
335.57	0.697	Unique_flower_149	Loc_12	SpeciesB
342.98	2.629	Unique_flower_149	Loc_12	SpeciesB
350.37	2.526	Unique_flower_149	Loc_12	SpeciesB
357.75	0.844	Unique_flower_149	Loc_12	SpeciesB
365.11	1.04	Unique_flower_149	Loc_12	SpeciesB
372.46	2.63	Unique_flower_149	Loc_12	SpeciesB
379.8	1.277	Unique_flower_149	Loc_12	SpeciesB
387.12	2.449	Unique_flower_149	Loc_12	SpeciesB
394.43	2.971	Unique_flower_149	Loc_12	SpeciesB
401.72	8.202	Unique_flower_149	Loc_12	SpeciesB
409	14.845	Unique_flower_149	Loc_12	SpeciesB
416.26	20.504	Unique_flower_149	Loc_12	SpeciesB
423.51	24.233	Unique_flower_149	Loc_12	SpeciesB
430.75	26.237	Unique_flower_149	Loc_12	SpeciesB
439.05	27.082	Unique_flower_149	Loc_12	SpeciesB
446.25	25.654	Unique_flower_149	Loc_12	SpeciesB
453.44	24.928	Unique_flower_149	Loc_12	SpeciesB
460.61	22.668	Unique_flower_149	Loc_12	SpeciesB
467.77	18.909	Unique_flower_149	Loc_12	SpeciesB
474.91	16.792	Unique_flower_149	Loc_12	SpeciesB
482.03	12.364	Unique_flower_149	Loc_12	SpeciesB
489.14	10.658	Unique_flower_149	Loc_12	SpeciesB
496.24	7.822	Unique_flower_149	Loc_12	SpeciesB
503.31	5.29	Unique_flower_149	Loc_12	SpeciesB
511.43	4.179	Unique_flower_149	Loc_12	SpeciesB
518.48	2.207	Unique_flower_149	Loc_12	SpeciesB
525.5	2.313	Unique_flower_149	Loc_12	SpeciesB
532.51	0.707	Unique_flower_149	Loc_12	SpeciesB
539.51	1.701	Unique_flower_149	Loc_12	SpeciesB
546.49	1.857	Unique_flower_149	Loc_12	SpeciesB
553.45	1.506	Unique_flower_149	Loc_12	SpeciesB
560.39	2.838	Unique_flower_149	Loc_12	SpeciesB
567.32	1.229	Unique_flower_149	Loc_12	SpeciesB
574.23	1.883	Unique_flower_149	Loc_12	SpeciesB
581.12	2.439	Unique_flower_149	Loc_12	SpeciesB
587.99	3.761	Unique_flower_149	Loc_12	SpeciesB
594.85	5.487	Unique_flower_149	Loc_12	SpeciesB
601.69	9.036	Unique_flower_149	Loc_12	SpeciesB
608.51	11.866	Unique_flower_149	Loc_12	SpeciesB
615.32	14.652	Unique_flower_149	Loc_12	SpeciesB
622.11	15.851	Unique_flower_149	Loc_12	SpeciesB
628.88	17.855	Unique_flower_149	Loc_12	SpeciesB
635.63	20.027	Unique_flower_149	Loc_12	SpeciesB
642.36	24.38	Unique_flower_149	Loc_12	SpeciesB
649.07	30.218	Unique_flower_149	Loc_12	SpeciesB
655.77	37.55	Unique_flower_149	Loc_12	SpeciesB
662.45	41.641	Unique_flower_149	Loc_12	SpeciesB
669.11	46.524	Unique_flower_149	Loc_12	SpeciesB
675.75	49.104	Unique_flower_149	Loc_12	SpeciesB
682.37	52.527	Unique_flower_149	Loc_12	SpeciesB
688.97	53.497	Unique_flower_149	Loc_12	SpeciesB
695.55	55.746	Unique_flower_149	Loc_12	SpeciesB
298.34	-0.595	Unique_flower_150	Loc_12	SpeciesB
305.82	0.489	Unique_flower_150	Loc_12	SpeciesB
313.27	-1.529	Unique_flower_150	Loc_12	SpeciesB
320.72	1.715	Unique_flower_150	Loc_12	SpeciesB
328.15	1.618	Unique_flower_150	Loc_12	SpeciesB
335.57	1.095	Unique_flower_150	Loc_12	SpeciesB
342.98	0.845	Unique_flower_150	Loc_12	SpeciesB
350.37	0.842	Unique_flower_150	Loc_12	SpeciesB
357.75	0.169	Unique_flower_150	Loc_12	SpeciesB
365.11	0.24	Unique_flower_150	Loc_12	SpeciesB
372.46	1.953	Unique_flower_150	Loc_12	SpeciesB
379.8	1.337	Unique_flower_150	Loc_12	SpeciesB
387.12	2.756	Unique_flower_150	Loc_12	SpeciesB
394.43	6.114	Unique_flower_150	Loc_12	SpeciesB
401.72	13.347	Unique_flower_150	Loc_12	SpeciesB
409	22.24	Unique_flower_150	Loc_12	SpeciesB
416.26	31.485	Unique_flower_150	Loc_12	SpeciesB
423.51	35.395	Unique_flower_150	Loc_12	SpeciesB
430.75	38.981	Unique_flower_150	Loc_12	SpeciesB
439.05	40.361	Unique_flower_150	Loc_12	SpeciesB
446.25	38.126	Unique_flower_150	Loc_12	SpeciesB
453.44	38.918	Unique_flower_150	Loc_12	SpeciesB
460.61	36.268	Unique_flower_150	Loc_12	SpeciesB
467.77	32.81	Unique_flower_150	Loc_12	SpeciesB
474.91	28.259	Unique_flower_150	Loc_12	SpeciesB
482.03	24.303	Unique_flower_150	Loc_12	SpeciesB
489.14	21.258	Unique_flower_150	Loc_12	SpeciesB
496.24	16.847	Unique_flower_150	Loc_12	SpeciesB
503.31	14.516	Unique_flower_150	Loc_12	SpeciesB
511.43	9.925	Unique_flower_150	Loc_12	SpeciesB
518.48	7.23	Unique_flower_150	Loc_12	SpeciesB
525.5	6.716	Unique_flower_150	Loc_12	SpeciesB
532.51	4.314	Unique_flower_150	Loc_12	SpeciesB
539.51	3.544	Unique_flower_150	Loc_12	SpeciesB
546.49	3.857	Unique_flower_150	Loc_12	SpeciesB
553.45	2.711	Unique_flower_150	Loc_12	SpeciesB
560.39	4.221	Unique_flower_150	Loc_12	SpeciesB
567.32	3.276	Unique_flower_150	Loc_12	SpeciesB
574.23	3.67	Unique_flower_150	Loc_12	SpeciesB
581.12	5	Unique_flower_150	Loc_12	SpeciesB
587.99	7.422	Unique_flower_150	Loc_12	SpeciesB
594.85	10.918	Unique_flower_150	Loc_12	SpeciesB
601.69	15.115	Unique_flower_150	Loc_12	SpeciesB
608.51	19.873	Unique_flower_150	Loc_12	SpeciesB
615.32	24.116	Unique_flower_150	Loc_12	SpeciesB
622.11	27.059	Unique_flower_150	Loc_12	SpeciesB
628.88	28.646	Unique_flower_150	Loc_12	SpeciesB
635.63	32.273	Unique_flower_150	Loc_12	SpeciesB
642.36	34.78	Unique_flower_150	Loc_12	SpeciesB
649.07	40.177	Unique_flower_150	Loc_12	SpeciesB
655.77	49.4	Unique_flower_150	Loc_12	SpeciesB
662.45	51.748	Unique_flower_150	Loc_12	SpeciesB
669.11	55.08	Unique_flower_150	Loc_12	SpeciesB
675.75	58.209	Unique_flower_150	Loc_12	SpeciesB
682.37	61.245	Unique_flower_150	Loc_12	SpeciesB
688.97	62.517	Unique_flower_150	Loc_12	SpeciesB
695.55	62.417	Unique_flower_150	Loc_12	SpeciesB
298.34	7.738	Unique_flower_162	Loc_13	SpeciesB
305.82	5.71	Unique_flower_162	Loc_13	SpeciesB
313.27	4.586	Unique_flower_162	Loc_13	SpeciesB
320.72	7.503	Unique_flower_162	Loc_13	SpeciesB
328.15	5.609	Unique_flower_162	Loc_13	SpeciesB
335.57	5.672	Unique_flower_162	Loc_13	SpeciesB
342.98	4.601	Unique_flower_162	Loc_13	SpeciesB
350.37	5.519	Unique_flower_162	Loc_13	SpeciesB
357.75	3.713	Unique_flower_162	Loc_13	SpeciesB
365.11	4	Unique_flower_162	Loc_13	SpeciesB
372.46	4.884	Unique_flower_162	Loc_13	SpeciesB
379.8	4.498	Unique_flower_162	Loc_13	SpeciesB
387.12	6.92	Unique_flower_162	Loc_13	SpeciesB
394.43	7.886	Unique_flower_162	Loc_13	SpeciesB
401.72	12.939	Unique_flower_162	Loc_13	SpeciesB
409	21.098	Unique_flower_162	Loc_13	SpeciesB
416.26	28.796	Unique_flower_162	Loc_13	SpeciesB
423.51	34.641	Unique_flower_162	Loc_13	SpeciesB
430.75	37.831	Unique_flower_162	Loc_13	SpeciesB
439.05	39.255	Unique_flower_162	Loc_13	SpeciesB
446.25	39.815	Unique_flower_162	Loc_13	SpeciesB
453.44	39.666	Unique_flower_162	Loc_13	SpeciesB
460.61	36.925	Unique_flower_162	Loc_13	SpeciesB
467.77	32.586	Unique_flower_162	Loc_13	SpeciesB
474.91	29.898	Unique_flower_162	Loc_13	SpeciesB
482.03	25.576	Unique_flower_162	Loc_13	SpeciesB
489.14	21.142	Unique_flower_162	Loc_13	SpeciesB
496.24	18.291	Unique_flower_162	Loc_13	SpeciesB
503.31	15.484	Unique_flower_162	Loc_13	SpeciesB
511.43	13.06	Unique_flower_162	Loc_13	SpeciesB
518.48	9.97	Unique_flower_162	Loc_13	SpeciesB
525.5	8.507	Unique_flower_162	Loc_13	SpeciesB
532.51	7.709	Unique_flower_162	Loc_13	SpeciesB
539.51	7.371	Unique_flower_162	Loc_13	SpeciesB
546.49	7.071	Unique_flower_162	Loc_13	SpeciesB
553.45	7.304	Unique_flower_162	Loc_13	SpeciesB
560.39	8.297	Unique_flower_162	Loc_13	SpeciesB
567.32	6.689	Unique_flower_162	Loc_13	SpeciesB
574.23	7.388	Unique_flower_162	Loc_13	SpeciesB
581.12	7.602	Unique_flower_162	Loc_13	SpeciesB
587.99	8.56	Unique_flower_162	Loc_13	SpeciesB
594.85	10.694	Unique_flower_162	Loc_13	SpeciesB
601.69	12.924	Unique_flower_162	Loc_13	SpeciesB
608.51	14.919	Unique_flower_162	Loc_13	SpeciesB
615.32	16.249	Unique_flower_162	Loc_13	SpeciesB
622.11	16.656	Unique_flower_162	Loc_13	SpeciesB
628.88	17.135	Unique_flower_162	Loc_13	SpeciesB
635.63	18.742	Unique_flower_162	Loc_13	SpeciesB
642.36	21.763	Unique_flower_162	Loc_13	SpeciesB
649.07	26.262	Unique_flower_162	Loc_13	SpeciesB
655.77	33.75	Unique_flower_162	Loc_13	SpeciesB
662.45	39.742	Unique_flower_162	Loc_13	SpeciesB
669.11	43.774	Unique_flower_162	Loc_13	SpeciesB
675.75	48.582	Unique_flower_162	Loc_13	SpeciesB
682.37	51.282	Unique_flower_162	Loc_13	SpeciesB
688.97	53.916	Unique_flower_162	Loc_13	SpeciesB
695.55	55.614	Unique_flower_162	Loc_13	SpeciesB
298.34	5.357	Unique_flower_164	Loc_13	SpeciesB
305.82	1.631	Unique_flower_164	Loc_13	SpeciesB
313.27	3.057	Unique_flower_164	Loc_13	SpeciesB
320.72	2.465	Unique_flower_164	Loc_13	SpeciesB
328.15	3.452	Unique_flower_164	Loc_13	SpeciesB
335.57	4.478	Unique_flower_164	Loc_13	SpeciesB
342.98	2.535	Unique_flower_164	Loc_13	SpeciesB
350.37	3.555	Unique_flower_164	Loc_13	SpeciesB
357.75	2.447	Unique_flower_164	Loc_13	SpeciesB
365.11	2.4	Unique_flower_164	Loc_13	SpeciesB
372.46	4.508	Unique_flower_164	Loc_13	SpeciesB
379.8	3.283	Unique_flower_164	Loc_13	SpeciesB
387.12	5.511	Unique_flower_164	Loc_13	SpeciesB
394.43	7.143	Unique_flower_164	Loc_13	SpeciesB
401.72	12.175	Unique_flower_164	Loc_13	SpeciesB
409	16.096	Unique_flower_164	Loc_13	SpeciesB
416.26	21.345	Unique_flower_164	Loc_13	SpeciesB
423.51	23.529	Unique_flower_164	Loc_13	SpeciesB
430.75	24.738	Unique_flower_164	Loc_13	SpeciesB
439.05	25.102	Unique_flower_164	Loc_13	SpeciesB
446.25	24.946	Unique_flower_164	Loc_13	SpeciesB
453.44	23.546	Unique_flower_164	Loc_13	SpeciesB
460.61	22.865	Unique_flower_164	Loc_13	SpeciesB
467.77	19.507	Unique_flower_164	Loc_13	SpeciesB
474.91	17.338	Unique_flower_164	Loc_13	SpeciesB
482.03	14	Unique_flower_164	Loc_13	SpeciesB
489.14	12.405	Unique_flower_164	Loc_13	SpeciesB
496.24	10.168	Unique_flower_164	Loc_13	SpeciesB
503.31	8.129	Unique_flower_164	Loc_13	SpeciesB
511.43	6.269	Unique_flower_164	Loc_13	SpeciesB
518.48	4.033	Unique_flower_164	Loc_13	SpeciesB
525.5	4.03	Unique_flower_164	Loc_13	SpeciesB
532.51	3.748	Unique_flower_164	Loc_13	SpeciesB
539.51	4.252	Unique_flower_164	Loc_13	SpeciesB
546.49	2.786	Unique_flower_164	Loc_13	SpeciesB
553.45	3.69	Unique_flower_164	Loc_13	SpeciesB
